# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
298           	1.594102e-01	4.195330e-01	3.435773e-02	1.765890e-01	-1.422313e-01
299           	1.589423e-01	4.181430e-01	3.217900e-02	1.750318e-01	-1.428528e-01
300           	1.585017e-01	4.167535e-01	3.014177e-02	1.735726e-01	-1.434308e-01
301           	1.581089e-01	4.153949e-01	2.823578e-02	1.722268e-01	-1.439910e-01
302           	1.578111e-01	4.140304e-01	2.654047e-02	1.710813e-01	-1.445408e-01
303           	1.575167e-01	4.126007e-01	2.502909e-02	1.700313e-01	-1.450022e-01
304           	1.572318e-01	4.112107e-01	2.365205e-02	1.690579e-01	-1.454058e-01
305           	1.569817e-01	4.099600e-01	2.236574e-02	1.681645e-01	-1.457988e-01
306           	1.567501e-01	4.088215e-01	2.118354e-02	1.673418e-01	-1.461583e-01
307           	1.565376e-01	4.077696e-01	2.008413e-02	1.665797e-01	-1.464955e-01
308           	1.563625e-01	4.067915e-01	1.906309e-02	1.658940e-01	-1.468309e-01
309           	1.562469e-01	4.059025e-01	1.810776e-02	1.653008e-01	-1.471930e-01
310           	1.561718e-01	4.050527e-01	1.725031e-02	1.647970e-01	-1.475466e-01
311           	1.561068e-01	4.041939e-01	1.649395e-02	1.643538e-01	-1.478598e-01
312           	1.560704e-01	4.033771e-01	1.582912e-02	1.639850e-01	-1.481559e-01
313           	1.560314e-01	4.025752e-01	1.525492e-02	1.636589e-01	-1.484040e-01
314           	1.559716e-01	4.017726e-01	1.478408e-02	1.633636e-01	-1.485796e-01
315           	1.559131e-01	4.010067e-01	1.439327e-02	1.631097e-01	-1.487164e-01
316           	1.558469e-01	4.002609e-01	1.409300e-02	1.628934e-01	-1.488004e-01
317           	1.557799e-01	3.995444e-01	1.387511e-02	1.627174e-01	-1.488423e-01
318           	1.557344e-01	3.988907e-01	1.374159e-02	1.626052e-01	-1.488637e-01
319           	1.557251e-01	3.983251e-01	1.368143e-02	1.625658e-01	-1.488844e-01
320           	1.557471e-01	3.978373e-01	1.368696e-02	1.625906e-01	-1.489036e-01
321           	1.557968e-01	3.974224e-01	1.374913e-02	1.626714e-01	-1.489222e-01
322           	1.558753e-01	3.970736e-01	1.385146e-02	1.628010e-01	-1.489495e-01
323           	1.559771e-01	3.967800e-01	1.397382e-02	1.629640e-01	-1.489902e-01
324           	1.560949e-01	3.965351e-01	1.414359e-02	1.631667e-01	-1.490231e-01
325           	1.562076e-01	3.963111e-01	1.437954e-02	1.633974e-01	-1.490178e-01
326           	1.563390e-01	3.961523e-01	1.469028e-02	1.636841e-01	-1.489938e-01
327           	1.564680e-01	3.960233e-01	1.507345e-02	1.640047e-01	-1.489313e-01
328           	1.566067e-01	3.959355e-01	1.551828e-02	1.643658e-01	-1.488476e-01
329           	1.567605e-01	3.958939e-01	1.600800e-02	1.647645e-01	-1.487565e-01
330           	1.569683e-01	3.959608e-01	1.653277e-02	1.652346e-01	-1.487019e-01
331           	1.572101e-01	3.961102e-01	1.709340e-02	1.657568e-01	-1.486634e-01
332           	1.574833e-01	3.963417e-01	1.769637e-02	1.663314e-01	-1.486351e-01
333           	1.577703e-01	3.966336e-01	1.834113e-02	1.669408e-01	-1.485997e-01
334           	1.580976e-01	3.970294e-01	1.901992e-02	1.676076e-01	-1.485876e-01
335           	1.584481e-01	3.975018e-01	1.973166e-02	1.683139e-01	-1.485823e-01
336           	1.588141e-01	3.980319e-01	2.048522e-02	1.690567e-01	-1.485715e-01
337           	1.592170e-01	3.986585e-01	2.126693e-02	1.698505e-01	-1.485835e-01
338           	1.596301e-01	3.993315e-01	2.209357e-02	1.706769e-01	-1.485833e-01
339           	1.600710e-01	4.000818e-01	2.295047e-02	1.715463e-01	-1.485958e-01
340           	1.605065e-01	4.008469e-01	2.385537e-02	1.724342e-01	-1.485788e-01
341           	1.609420e-01	4.016418e-01	2.480217e-02	1.733431e-01	-1.485409e-01
342           	1.613487e-01	4.024103e-01	2.580857e-02	1.742530e-01	-1.484444e-01
343           	1.617448e-01	4.031764e-01	2.684648e-02	1.751681e-01	-1.483216e-01
344           	1.621178e-01	4.039018e-01	2.791566e-02	1.760757e-01	-1.481600e-01
345           	1.624903e-01	4.046205e-01	2.898516e-02	1.769829e-01	-1.479977e-01
346           	1.628494e-01	4.053002e-01	3.006152e-02	1.778801e-01	-1.478186e-01
347           	1.632060e-01	4.059635e-01	3.112542e-02	1.787688e-01	-1.476433e-01
348           	1.635732e-01	4.066338e-01	3.218611e-02	1.796662e-01	-1.474801e-01
349           	1.639175e-01	4.072665e-01	3.324535e-02	1.805402e-01	-1.472948e-01
350           	1.642501e-01	4.078835e-01	3.431534e-02	1.814078e-01	-1.470925e-01
351           	1.645711e-01	4.084899e-01	3.537310e-02	1.822576e-01	-1.468845e-01
352           	1.648577e-01	4.090430e-01	3.642122e-02	1.830683e-01	-1.466471e-01
353           	1.651248e-01	4.095666e-01	3.741829e-02	1.838339e-01	-1.464156e-01
354           	1.653960e-01	4.100984e-01	3.836613e-02	1.845791e-01	-1.462130e-01
355           	1.656502e-01	4.106018e-01	3.924785e-02	1.852741e-01	-1.460262e-01
356           	1.659010e-01	4.110949e-01	4.006755e-02	1.859348e-01	-1.458672e-01
357           	1.661578e-01	4.115991e-01	4.081666e-02	1.865661e-01	-1.457495e-01
358           	1.664065e-01	4.120867e-01	4.150931e-02	1.871611e-01	-1.456518e-01
359           	1.666411e-01	4.125566e-01	4.213925e-02	1.877107e-01	-1.455715e-01
360           	1.668697e-01	4.130285e-01	4.272835e-02	1.882339e-01	-1.455055e-01
361           	1.670987e-01	4.135237e-01	4.327558e-02	1.887365e-01	-1.454609e-01
362           	1.673213e-01	4.140309e-01	4.380275e-02	1.892227e-01	-1.454199e-01
363           	1.675315e-01	4.145411e-01	4.430530e-02	1.896841e-01	-1.453788e-01
364           	1.677398e-01	4.150646e-01	4.479993e-02	1.901397e-01	-1.453398e-01
365           	1.679475e-01	4.156034e-01	4.528021e-02	1.905876e-01	-1.453074e-01
366           	1.681501e-01	4.161384e-01	4.575974e-02	1.910300e-01	-1.452702e-01
367           	1.683446e-01	4.166583e-01	4.622678e-02	1.914580e-01	-1.452312e-01
368           	1.685413e-01	4.171751e-01	4.669102e-02	1.918868e-01	-1.451958e-01
369           	1.687295e-01	4.176660e-01	4.713853e-02	1.922988e-01	-1.451602e-01
370           	1.689043e-01	4.181185e-01	4.757810e-02	1.926934e-01	-1.451153e-01
371           	1.690705e-01	4.185464e-01	4.800350e-02	1.930722e-01	-1.450687e-01
372           	1.692325e-01	4.189535e-01	4.843381e-02	1.934494e-01	-1.450156e-01
373           	1.693973e-01	4.193519e-01	4.887227e-02	1.938335e-01	-1.449612e-01
374           	1.695725e-01	4.197471e-01	4.933353e-02	1.942393e-01	-1.449057e-01
375           	1.697635e-01	4.201513e-01	4.981066e-02	1.946688e-01	-1.448582e-01
376           	1.699645e-01	4.205484e-01	5.030358e-02	1.951163e-01	-1.448127e-01
377           	1.701700e-01	4.209249e-01	5.079249e-02	1.955662e-01	-1.447737e-01
378           	1.703773e-01	4.212711e-01	5.127361e-02	1.960141e-01	-1.447405e-01
379           	1.705885e-01	4.215973e-01	5.173141e-02	1.964542e-01	-1.447228e-01
380           	1.707953e-01	4.218914e-01	5.217678e-02	1.968836e-01	-1.447069e-01
381           	1.709884e-01	4.221480e-01	5.261033e-02	1.972935e-01	-1.446832e-01
382           	1.711721e-01	4.223772e-01	5.305589e-02	1.977001e-01	-1.446442e-01
383           	1.713441e-01	4.225813e-01	5.351217e-02	1.981002e-01	-1.445881e-01
384           	1.715139e-01	4.227781e-01	5.398614e-02	1.985070e-01	-1.445208e-01
385           	1.716766e-01	4.229649e-01	5.446782e-02	1.989105e-01	-1.444427e-01
386           	1.718294e-01	4.231371e-01	5.496572e-02	1.993123e-01	-1.443466e-01
387           	1.719652e-01	4.232897e-01	5.547208e-02	1.997012e-01	-1.442291e-01
388           	1.720933e-01	4.234392e-01	5.599551e-02	2.000911e-01	-1.440956e-01
389           	1.722032e-01	4.235690e-01	5.651766e-02	2.004620e-01	-1.439443e-01
390           	1.723111e-01	4.237057e-01	5.704180e-02	2.008320e-01	-1.437902e-01
391           	1.724063e-01	4.238336e-01	5.754908e-02	2.011809e-01	-1.436318e-01
392           	1.725048e-01	4.239797e-01	5.804942e-02	2.015295e-01	-1.434801e-01
393           	1.725982e-01	4.241339e-01	5.852208e-02	2.018592e-01	-1.433371e-01
394           	1.726916e-01	4.243056e-01	5.898263e-02	2.021830e-01	-1.432003e-01
395           	1.727826e-01	4.244940e-01	5.942401e-02	2.024946e-01	-1.430706e-01
396           	1.728735e-01	4.247023e-01	5.986863e-02	2.028078e-01	-1.429392e-01
397           	1.729550e-01	4.249141e-01	6.030400e-02	2.031070e-01	-1.428030e-01
398           	1.730284e-01	4.251296e-01	6.075211e-02	2.034045e-01	-1.426524e-01
399           	1.730927e-01	4.253466e-01	6.119736e-02	2.036913e-01	-1.424940e-01
400           	1.731554e-01	4.255743e-01	6.163908e-02	2.039749e-01	-1.423359e-01
401           	1.732148e-01	4.258068e-01	6.205943e-02	2.042445e-01	-1.421850e-01
402           	1.732726e-01	4.260393e-01	6.247725e-02	2.045112e-01	-1.420340e-01
403           	1.733283e-01	4.262695e-01	6.288913e-02	2.047729e-01	-1.418837e-01
404           	1.733882e-01	4.265009e-01	6.330706e-02	2.050418e-01	-1.417347e-01
405           	1.734510e-01	4.267247e-01	6.370816e-02	2.053050e-01	-1.415969e-01
406           	1.735177e-01	4.269339e-01	6.409614e-02	2.055658e-01	-1.414696e-01
407           	1.735857e-01	4.271224e-01	6.444967e-02	2.058106e-01	-1.413609e-01
408           	1.736611e-01	4.272964e-01	6.477790e-02	2.060501e-01	-1.412722e-01
409           	1.737424e-01	4.274601e-01	6.506821e-02	2.062765e-01	-1.412083e-01
410           	1.738363e-01	4.276245e-01	6.533413e-02	2.065034e-01	-1.411692e-01
411           	1.739416e-01	4.277916e-01	6.555681e-02	2.067200e-01	-1.411632e-01
412           	1.740621e-01	4.279675e-01	6.574907e-02	2.069367e-01	-1.411876e-01
413           	1.741892e-01	4.281436e-01	6.589339e-02	2.071359e-01	-1.412425e-01
414           	1.743312e-01	4.283374e-01	6.600532e-02	2.073338e-01	-1.413285e-01
415           	1.744773e-01	4.285292e-01	6.605653e-02	2.075056e-01	-1.414491e-01
416           	1.746336e-01	4.287322e-01	6.606068e-02	2.076639e-01	-1.416032e-01
417           	1.747880e-01	4.289248e-01	6.598709e-02	2.077816e-01	-1.417945e-01
418           	1.749436e-01	4.291248e-01	6.587889e-02	2.078830e-01	-1.420041e-01
419           	1.750870e-01	4.293130e-01	6.572130e-02	2.079476e-01	-1.422263e-01
420           	1.752225e-01	4.295008e-01	6.555748e-02	2.080013e-01	-1.424438e-01
421           	1.753474e-01	4.296912e-01	6.539534e-02	2.080450e-01	-1.426497e-01
422           	1.754594e-01	4.298694e-01	6.523638e-02	2.080776e-01	-1.428413e-01
423           	1.755580e-01	4.300435e-01	6.507360e-02	2.080948e-01	-1.430212e-01
424           	1.756412e-01	4.302011e-01	6.489855e-02	2.080905e-01	-1.431919e-01
425           	1.757151e-01	4.303568e-01	6.469088e-02	2.080605e-01	-1.433697e-01
426           	1.757826e-01	4.305138e-01	6.447176e-02	2.080184e-01	-1.435467e-01
427           	1.758483e-01	4.306801e-01	6.422991e-02	2.079633e-01	-1.437334e-01
428           	1.759171e-01	4.308638e-01	6.400424e-02	2.079192e-01	-1.439149e-01
429           	1.759887e-01	4.310577e-01	6.376614e-02	2.078718e-01	-1.441056e-01
430           	1.760664e-01	4.312629e-01	6.354056e-02	2.078367e-01	-1.442961e-01
431           	1.761478e-01	4.314742e-01	6.330989e-02	2.078027e-01	-1.444928e-01
432           	1.762313e-01	4.316854e-01	6.308781e-02	2.077752e-01	-1.446874e-01
433           	1.763098e-01	4.318921e-01	6.287252e-02	2.077460e-01	-1.448735e-01
434           	1.763784e-01	4.320880e-01	6.269122e-02	2.077240e-01	-1.450328e-01
435           	1.764283e-01	4.322677e-01	6.254753e-02	2.077020e-01	-1.451545e-01
436           	1.764578e-01	4.324234e-01	6.244747e-02	2.076815e-01	-1.452341e-01
437           	1.764659e-01	4.325608e-01	6.238386e-02	2.076578e-01	-1.452739e-01
438           	1.764603e-01	4.326844e-01	6.236456e-02	2.076426e-01	-1.452780e-01
439           	1.764464e-01	4.328001e-01	6.237350e-02	2.076331e-01	-1.452596e-01
440           	1.764197e-01	4.328954e-01	6.241469e-02	2.076271e-01	-1.452124e-01
441           	1.763779e-01	4.329731e-01	6.246812e-02	2.076120e-01	-1.451439e-01
442           	1.763235e-01	4.330401e-01	6.254561e-02	2.075963e-01	-1.450507e-01
443           	1.762448e-01	4.330815e-01	6.263985e-02	2.075647e-01	-1.449249e-01
444           	1.761466e-01	4.331043e-01	6.277201e-02	2.075326e-01	-1.447606e-01
445           	1.760246e-01	4.330986e-01	6.292683e-02	2.074881e-01	-1.445612e-01
446           	1.758828e-01	4.330626e-01	6.311514e-02	2.074404e-01	-1.443252e-01
447           	1.757214e-01	4.329977e-01	6.331794e-02	2.073803e-01	-1.440624e-01
448           	1.755479e-01	4.329127e-01	6.354869e-02	2.073223e-01	-1.437736e-01
449           	1.753671e-01	4.328171e-01	6.379388e-02	2.072641e-01	-1.434702e-01
450           	1.751819e-01	4.327123e-01	6.406743e-02	2.072156e-01	-1.431481e-01
451           	1.749926e-01	4.326011e-01	6.435583e-02	2.071705e-01	-1.428147e-01
452           	1.748024e-01	4.324843e-01	6.467290e-02	2.071389e-01	-1.424660e-01
453           	1.746092e-01	4.323615e-01	6.500412e-02	2.071113e-01	-1.421072e-01
454           	1.744134e-01	4.322314e-01	6.535887e-02	2.070928e-01	-1.417339e-01
455           	1.742116e-01	4.320932e-01	6.572055e-02	2.070719e-01	-1.413513e-01
456           	1.740112e-01	4.319525e-01	6.609582e-02	2.070591e-01	-1.409633e-01
457           	1.738137e-01	4.318122e-01	6.646917e-02	2.070483e-01	-1.405791e-01
458           	1.736236e-01	4.316741e-01	6.684860e-02	2.070479e-01	-1.401993e-01
459           	1.734440e-01	4.315398e-01	6.721459e-02	2.070513e-01	-1.398367e-01
460           	1.732878e-01	4.314212e-01	6.757019e-02	2.070729e-01	-1.395027e-01
461           	1.731600e-01	4.313280e-01	6.790043e-02	2.071102e-01	-1.392098e-01
462           	1.730657e-01	4.312659e-01	6.821404e-02	2.071727e-01	-1.389586e-01
463           	1.730030e-01	4.312348e-01	6.849248e-02	2.072492e-01	-1.387567e-01
464           	1.729695e-01	4.312320e-01	6.874492e-02	2.073419e-01	-1.385970e-01
465           	1.729602e-01	4.312515e-01	6.895460e-02	2.074375e-01	-1.384829e-01
466           	1.729782e-01	4.312952e-01	6.913264e-02	2.075446e-01	-1.384119e-01
467           	1.730237e-01	4.313648e-01	6.926868e-02	2.076581e-01	-1.383894e-01
468           	1.730896e-01	4.314502e-01	6.938337e-02	2.077813e-01	-1.383979e-01
469           	1.731748e-01	4.315510e-01	6.945968e-02	2.079047e-01	-1.384450e-01
470           	1.732773e-01	4.316617e-01	6.951040e-02	2.080325e-01	-1.385221e-01
471           	1.733905e-01	4.317753e-01	6.952535e-02	2.081532e-01	-1.386278e-01
472           	1.735187e-01	4.318927e-01	6.950819e-02	2.082728e-01	-1.387646e-01
473           	1.736546e-01	4.320052e-01	6.944840e-02	2.083788e-01	-1.389304e-01
474           	1.737960e-01	4.321086e-01	6.936148e-02	2.084768e-01	-1.391153e-01
475           	1.739437e-01	4.322089e-01	6.923172e-02	2.085596e-01	-1.393279e-01
476           	1.740939e-01	4.323052e-01	6.908308e-02	2.086354e-01	-1.395523e-01
477           	1.742495e-01	4.324057e-01	6.890134e-02	2.087002e-01	-1.397988e-01
478           	1.744081e-01	4.325067e-01	6.870694e-02	2.087616e-01	-1.400546e-01
479           	1.745636e-01	4.326032e-01	6.849763e-02	2.088124e-01	-1.403148e-01
480           	1.747115e-01	4.326871e-01	6.829260e-02	2.088578e-01	-1.405652e-01
481           	1.748500e-01	4.327628e-01	6.808504e-02	2.088925e-01	-1.408075e-01
482           	1.749762e-01	4.328261e-01	6.789308e-02	2.089228e-01	-1.410297e-01
483           	1.750953e-01	4.328869e-01	6.770089e-02	2.089458e-01	-1.412449e-01
484           	1.752154e-01	4.329573e-01	6.752009e-02	2.089755e-01	-1.414554e-01
485           	1.753320e-01	4.330343e-01	6.733670e-02	2.090004e-01	-1.416637e-01
486           	1.754483e-01	4.331220e-01	6.716242e-02	2.090295e-01	-1.418671e-01
487           	1.755597e-01	4.332175e-01	6.698643e-02	2.090529e-01	-1.420665e-01
488           	1.756670e-01	4.333219e-01	6.682403e-02	2.090790e-01	-1.422550e-01
489           	1.757673e-01	4.334349e-01	6.666305e-02	2.090989e-01	-1.424358e-01
490           	1.758628e-01	4.335565e-01	6.651471e-02	2.091202e-01	-1.426054e-01
491           	1.759530e-01	4.336872e-01	6.636702e-02	2.091365e-01	-1.427694e-01
492           	1.760420e-01	4.338275e-01	6.623172e-02	2.091578e-01	-1.429261e-01
493           	1.761294e-01	4.339769e-01	6.609547e-02	2.091771e-01	-1.430816e-01
494           	1.762162e-01	4.341388e-01	6.598184e-02	2.092071e-01	-1.432253e-01
495           	1.763003e-01	4.343104e-01	6.587658e-02	2.092386e-01	-1.433620e-01
496           	1.763823e-01	4.344906e-01	6.579370e-02	2.092792e-01	-1.434855e-01
497           	1.764601e-01	4.346748e-01	6.571506e-02	2.093176e-01	-1.436026e-01
498           	1.765336e-01	4.348627e-01	6.565767e-02	2.093624e-01	-1.437047e-01
499           	1.766007e-01	4.350465e-01	6.559917e-02	2.094003e-01	-1.438011e-01
500           	1.766661e-01	4.352258e-01	6.554650e-02	2.094393e-01	-1.438928e-01
