# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
20            	1.788572e-01	4.292732e-01	5.333925e-02	2.055268e-01	-1.521876e-01
21            	1.788516e-01	4.284794e-01	5.209861e-02	2.049009e-01	-1.528023e-01
22            	1.781745e-01	4.274008e-01	5.143491e-02	2.038920e-01	-1.524571e-01
23            	1.766258e-01	4.257265e-01	5.176127e-02	2.025065e-01	-1.507452e-01
24            	1.744060e-01	4.234695e-01	5.299096e-02	2.009015e-01	-1.479105e-01
25            	1.718611e-01	4.210799e-01	5.450124e-02	1.991117e-01	-1.446105e-01
26            	1.695974e-01	4.193205e-01	5.591371e-02	1.975542e-01	-1.416405e-01
27            	1.678933e-01	4.184146e-01	5.686357e-02	1.963251e-01	-1.394615e-01
28            	1.666840e-01	4.178387e-01	5.757822e-02	1.954731e-01	-1.378949e-01
29            	1.658083e-01	4.171893e-01	5.819028e-02	1.949035e-01	-1.367132e-01
30            	1.650935e-01	4.162954e-01	5.903261e-02	1.946098e-01	-1.355772e-01
31            	1.645230e-01	4.154042e-01	5.984472e-02	1.944454e-01	-1.346007e-01
32            	1.641288e-01	4.146315e-01	6.081088e-02	1.945342e-01	-1.337233e-01
33            	1.638370e-01	4.140033e-01	6.178099e-02	1.947275e-01	-1.329465e-01
34            	1.635694e-01	4.135075e-01	6.276192e-02	1.949504e-01	-1.321885e-01
35            	1.633284e-01	4.131766e-01	6.360903e-02	1.951329e-01	-1.315239e-01
36            	1.630652e-01	4.128808e-01	6.417274e-02	1.951516e-01	-1.309788e-01
37            	1.629445e-01	4.126972e-01	6.442072e-02	1.951549e-01	-1.307342e-01
38            	1.629544e-01	4.125746e-01	6.413483e-02	1.950218e-01	-1.308870e-01
39            	1.630915e-01	4.123674e-01	6.354275e-02	1.948628e-01	-1.313201e-01
40            	1.632403e-01	4.121393e-01	6.273979e-02	1.946102e-01	-1.318704e-01
41            	1.633119e-01	4.119021e-01	6.204531e-02	1.943346e-01	-1.322892e-01
42            	1.632562e-01	4.116784e-01	6.168402e-02	1.940982e-01	-1.324142e-01
43            	1.631263e-01	4.115766e-01	6.199015e-02	1.941214e-01	-1.321312e-01
44            	1.629378e-01	4.116025e-01	6.284987e-02	1.943628e-01	-1.315129e-01
45            	1.626880e-01	4.117101e-01	6.417369e-02	1.947748e-01	-1.306011e-01
46            	1.623918e-01	4.117403e-01	6.580834e-02	1.952960e-01	-1.294876e-01
47            	1.620333e-01	4.116524e-01	6.748883e-02	1.957777e-01	-1.282888e-01
48            	1.616015e-01	4.113691e-01	6.894489e-02	1.960739e-01	-1.271290e-01
49            	1.611083e-01	4.110144e-01	7.006845e-02	1.961425e-01	-1.260741e-01
50            	1.605485e-01	4.106191e-01	7.073580e-02	1.959164e-01	-1.251806e-01
51            	1.599509e-01	4.102932e-01	7.106476e-02	1.954833e-01	-1.244185e-01
52            	1.593295e-01	4.101169e-01	7.101285e-02	1.948359e-01	-1.238231e-01
53            	1.586890e-01	4.100942e-01	7.074765e-02	1.940628e-01	-1.233151e-01
54            	1.580891e-01	4.102345e-01	7.026726e-02	1.932228e-01	-1.229555e-01
55            	1.575901e-01	4.105286e-01	6.975336e-02	1.924668e-01	-1.227134e-01
56            	1.571741e-01	4.108733e-01	6.914683e-02	1.917475e-01	-1.226007e-01
57            	1.568932e-01	4.112871e-01	6.867000e-02	1.912282e-01	-1.225582e-01
58            	1.566985e-01	4.117108e-01	6.820146e-02	1.907992e-01	-1.225978e-01
59            	1.565888e-01	4.121785e-01	6.779978e-02	1.904886e-01	-1.226889e-01
60            	1.564980e-01	4.125911e-01	6.738056e-02	1.901883e-01	-1.228078e-01
61            	1.565131e-01	4.130470e-01	6.703548e-02	1.900308e-01	-1.229953e-01
62            	1.565441e-01	4.133986e-01	6.662052e-02	1.898543e-01	-1.232338e-01
63            	1.566638e-01	4.137383e-01	6.623855e-02	1.897831e-01	-1.235445e-01
64            	1.567947e-01	4.139714e-01	6.565505e-02	1.896222e-01	-1.239672e-01
65            	1.570094e-01	4.142231e-01	6.513786e-02	1.895783e-01	-1.244405e-01
66            	1.572315e-01	4.144221e-01	6.458073e-02	1.895219e-01	-1.249411e-01
67            	1.574785e-01	4.146502e-01	6.417071e-02	1.895639e-01	-1.253932e-01
68            	1.576844e-01	4.148479e-01	6.382754e-02	1.895982e-01	-1.257707e-01
69            	1.578819e-01	4.150844e-01	6.365288e-02	1.897083e-01	-1.260555e-01
70            	1.580070e-01	4.152864e-01	6.359293e-02	1.898035e-01	-1.262106e-01
71            	1.581283e-01	4.155356e-01	6.365062e-02	1.899536e-01	-1.263030e-01
72            	1.581633e-01	4.157238e-01	6.374219e-02	1.900344e-01	-1.262922e-01
73            	1.582405e-01	4.159809e-01	6.392263e-02	1.902018e-01	-1.262792e-01
74            	1.582918e-01	4.162246e-01	6.407381e-02	1.903287e-01	-1.262549e-01
75            	1.583531e-01	4.164851e-01	6.426684e-02	1.904865e-01	-1.262196e-01
76            	1.584149e-01	4.167059e-01	6.441003e-02	1.906199e-01	-1.262099e-01
77            	1.585267e-01	4.169512e-01	6.460069e-02	1.908270e-01	-1.262264e-01
78            	1.586279e-01	4.171606e-01	6.467826e-02	1.909671e-01	-1.262888e-01
79            	1.587446e-01	4.174067e-01	6.469626e-02	1.910927e-01	-1.263965e-01
80            	1.588120e-01	4.176221e-01	6.460777e-02	1.911159e-01	-1.265081e-01
81            	1.588226e-01	4.177640e-01	6.449558e-02	1.910703e-01	-1.265748e-01
82            	1.587826e-01	4.178508e-01	6.432443e-02	1.909448e-01	-1.266204e-01
83            	1.586835e-01	4.178695e-01	6.414424e-02	1.907556e-01	-1.266114e-01
84            	1.585454e-01	4.177963e-01	6.394803e-02	1.905195e-01	-1.265714e-01
85            	1.583572e-01	4.176704e-01	6.371466e-02	1.902145e-01	-1.264999e-01
86            	1.581443e-01	4.174956e-01	6.346998e-02	1.898793e-01	-1.264093e-01
87            	1.579399e-01	4.172934e-01	6.327497e-02	1.895774e-01	-1.263024e-01
88            	1.577590e-01	4.170961e-01	6.313229e-02	1.893252e-01	-1.261929e-01
89            	1.576228e-01	4.169481e-01	6.305100e-02	1.891483e-01	-1.260973e-01
90            	1.574841e-01	4.167676e-01	6.299882e-02	1.889835e-01	-1.259847e-01
91            	1.573730e-01	4.166419e-01	6.297222e-02	1.888592e-01	-1.258869e-01
92            	1.572090e-01	4.163886e-01	6.302920e-02	1.887236e-01	-1.256944e-01
93            	1.570849e-01	4.161617e-01	6.315372e-02	1.886618e-01	-1.255081e-01
94            	1.569630e-01	4.159267e-01	6.333830e-02	1.886321e-01	-1.252938e-01
95            	1.568330e-01	4.156305e-01	6.350430e-02	1.885851e-01	-1.250808e-01
96            	1.566866e-01	4.153094e-01	6.357927e-02	1.884763e-01	-1.248970e-01
97            	1.565975e-01	4.150268e-01	6.365650e-02	1.884258e-01	-1.247693e-01
98            	1.565202e-01	4.147621e-01	6.369580e-02	1.883681e-01	-1.246723e-01
99            	1.565035e-01	4.145680e-01	6.369478e-02	1.883509e-01	-1.246561e-01
100           	1.564957e-01	4.144129e-01	6.370759e-02	1.883495e-01	-1.246419e-01
101           	1.565273e-01	4.143579e-01	6.366905e-02	1.883619e-01	-1.246928e-01
102           	1.565497e-01	4.143239e-01	6.363217e-02	1.883658e-01	-1.247336e-01
103           	1.565909e-01	4.143261e-01	6.367163e-02	1.884267e-01	-1.247551e-01
104           	1.566265e-01	4.143636e-01	6.370155e-02	1.884773e-01	-1.247758e-01
105           	1.566937e-01	4.144489e-01	6.379444e-02	1.885909e-01	-1.247964e-01
106           	1.567124e-01	4.145198e-01	6.388175e-02	1.886533e-01	-1.247715e-01
107           	1.567316e-01	4.146072e-01	6.394150e-02	1.887024e-01	-1.247609e-01
108           	1.567195e-01	4.146513e-01	6.395763e-02	1.886983e-01	-1.247407e-01
109           	1.567133e-01	4.146797e-01	6.397167e-02	1.886991e-01	-1.247274e-01
110           	1.566693e-01	4.146620e-01	6.394427e-02	1.886414e-01	-1.246972e-01
111           	1.566185e-01	4.146118e-01	6.387999e-02	1.885585e-01	-1.246785e-01
112           	1.565591e-01	4.145251e-01	6.382495e-02	1.884716e-01	-1.246467e-01
113           	1.565099e-01	4.144623e-01	6.373171e-02	1.883758e-01	-1.246440e-01
114           	1.564375e-01	4.143330e-01	6.365301e-02	1.882640e-01	-1.246110e-01
115           	1.564333e-01	4.142694e-01	6.359319e-02	1.882299e-01	-1.246367e-01
116           	1.564355e-01	4.142061e-01	6.356445e-02	1.882177e-01	-1.246532e-01
117           	1.564902e-01	4.142110e-01	6.352331e-02	1.882519e-01	-1.247286e-01
118           	1.565183e-01	4.141894e-01	6.347821e-02	1.882574e-01	-1.247792e-01
119           	1.565844e-01	4.142280e-01	6.344590e-02	1.883074e-01	-1.248615e-01
120           	1.566109e-01	4.142082e-01	6.342318e-02	1.883225e-01	-1.248994e-01
121           	1.566587e-01	4.142136e-01	6.340044e-02	1.883590e-01	-1.249585e-01
122           	1.566583e-01	4.141545e-01	6.338331e-02	1.883499e-01	-1.249666e-01
123           	1.566793e-01	4.141184e-01	6.332846e-02	1.883436e-01	-1.250151e-01
124           	1.566357e-01	4.140120e-01	6.329639e-02	1.882839e-01	-1.249875e-01
125           	1.565912e-01	4.139061e-01	6.316947e-02	1.881759e-01	-1.250064e-01
126           	1.564929e-01	4.136965e-01	6.311195e-02	1.880488e-01	-1.249369e-01
127           	1.564708e-01	4.135736e-01	6.304191e-02	1.879918e-01	-1.249499e-01
128           	1.563941e-01	4.133712e-01	6.301858e-02	1.879034e-01	-1.248849e-01
129           	1.563714e-01	4.132139e-01	6.296241e-02	1.878526e-01	-1.248901e-01
130           	1.563713e-01	4.130932e-01	6.294319e-02	1.878429e-01	-1.248997e-01
131           	1.564001e-01	4.130313e-01	6.289312e-02	1.878467e-01	-1.249535e-01
132           	1.564179e-01	4.129544e-01	6.286921e-02	1.878525e-01	-1.249833e-01
133           	1.564682e-01	4.128941e-01	6.290850e-02	1.879225e-01	-1.250140e-01
134           	1.565005e-01	4.128431e-01	6.290273e-02	1.879519e-01	-1.250492e-01
135           	1.565286e-01	4.127830e-01	6.290980e-02	1.879835e-01	-1.250737e-01
136           	1.565399e-01	4.127179e-01	6.289678e-02	1.879883e-01	-1.250915e-01
137           	1.565371e-01	4.126656e-01	6.283770e-02	1.879559e-01	-1.251182e-01
138           	1.564947e-01	4.125665e-01	6.280182e-02	1.878956e-01	-1.250938e-01
139           	1.564580e-01	4.124589e-01	6.276053e-02	1.878383e-01	-1.250777e-01
140           	1.564120e-01	4.123373e-01	6.278490e-02	1.878044e-01	-1.250195e-01
141           	1.563951e-01	4.122458e-01	6.278750e-02	1.877888e-01	-1.250013e-01
142           	1.563731e-01	4.121726e-01	6.277671e-02	1.877614e-01	-1.249847e-01
143           	1.563473e-01	4.120945e-01	6.271984e-02	1.877072e-01	-1.249874e-01
144           	1.563415e-01	4.120230e-01	6.269918e-02	1.876911e-01	-1.249919e-01
145           	1.563882e-01	4.120060e-01	6.270759e-02	1.877419e-01	-1.250344e-01
146           	1.564089e-01	4.119821e-01	6.271661e-02	1.877672e-01	-1.250506e-01
147           	1.564479e-01	4.120019e-01	6.269705e-02	1.877965e-01	-1.250994e-01
148           	1.564705e-01	4.120307e-01	6.267429e-02	1.878076e-01	-1.251333e-01
149           	1.564793e-01	4.120755e-01	6.264722e-02	1.878029e-01	-1.251557e-01
150           	1.564725e-01	4.120761e-01	6.268080e-02	1.878129e-01	-1.251321e-01
151           	1.564952e-01	4.121335e-01	6.272330e-02	1.878568e-01	-1.251335e-01
152           	1.564862e-01	4.121749e-01	6.276389e-02	1.878681e-01	-1.251042e-01
153           	1.564926e-01	4.122592e-01	6.277434e-02	1.878798e-01	-1.251054e-01
154           	1.564484e-01	4.122793e-01	6.277633e-02	1.878366e-01	-1.250603e-01
155           	1.564338e-01	4.123407e-01	6.279998e-02	1.878338e-01	-1.250338e-01
156           	1.564054e-01	4.123824e-01	6.282059e-02	1.878157e-01	-1.249951e-01
157           	1.564009e-01	4.124684e-01	6.283276e-02	1.878173e-01	-1.249845e-01
158           	1.563687e-01	4.125112e-01	6.283868e-02	1.877881e-01	-1.249494e-01
159           	1.563643e-01	4.126215e-01	6.282372e-02	1.877761e-01	-1.249524e-01
160           	1.563390e-01	4.126841e-01	6.281666e-02	1.877474e-01	-1.249307e-01
161           	1.563179e-01	4.127772e-01	6.281436e-02	1.877251e-01	-1.249107e-01
162           	1.563051e-01	4.128399e-01	6.287149e-02	1.877408e-01	-1.248694e-01
163           	1.563212e-01	4.129436e-01	6.288610e-02	1.877642e-01	-1.248781e-01
164           	1.563218e-01	4.130246e-01	6.290056e-02	1.877721e-01	-1.248715e-01
165           	1.563265e-01	4.131290e-01	6.287291e-02	1.877629e-01	-1.248900e-01
166           	1.563422e-01	4.132070e-01	6.288575e-02	1.877851e-01	-1.248994e-01
167           	1.563835e-01	4.133400e-01	6.286202e-02	1.878145e-01	-1.249525e-01
168           	1.564316e-01	4.134650e-01	6.288399e-02	1.878736e-01	-1.249896e-01
169           	1.565009e-01	4.136198e-01	6.284925e-02	1.879256e-01	-1.250763e-01
170           	1.565950e-01	4.138011e-01	6.287566e-02	1.880329e-01	-1.251572e-01
171           	1.566894e-01	4.139926e-01	6.279967e-02	1.880892e-01	-1.252895e-01
172           	1.568207e-01	4.142334e-01	6.280103e-02	1.882213e-01	-1.254202e-01
173           	1.569550e-01	4.144699e-01	6.269921e-02	1.883046e-01	-1.256054e-01
174           	1.571337e-01	4.147955e-01	6.271086e-02	1.884892e-01	-1.257783e-01
175           	1.572599e-01	4.150280e-01	6.257980e-02	1.885498e-01	-1.259700e-01
176           	1.573998e-01	4.153187e-01	6.257373e-02	1.886867e-01	-1.261130e-01
177           	1.575068e-01	4.155197e-01	6.244424e-02	1.887289e-01	-1.262846e-01
178           	1.576156e-01	4.157287e-01	6.245668e-02	1.888440e-01	-1.263873e-01
179           	1.576795e-01	4.158440e-01	6.234585e-02	1.888524e-01	-1.265065e-01
180           	1.577241e-01	4.158922e-01	6.235519e-02	1.889016e-01	-1.265465e-01
181           	1.577326e-01	4.158599e-01	6.224842e-02	1.888568e-01	-1.266084e-01
182           	1.576978e-01	4.157353e-01	6.222001e-02	1.888078e-01	-1.265878e-01
183           	1.576589e-01	4.155497e-01	6.211213e-02	1.887150e-01	-1.266028e-01
184           	1.576510e-01	4.153610e-01	6.213732e-02	1.887196e-01	-1.265823e-01
185           	1.576668e-01	4.151909e-01	6.207805e-02	1.887058e-01	-1.266277e-01
186           	1.576733e-01	4.150496e-01	6.202100e-02	1.886838e-01	-1.266628e-01
187           	1.577093e-01	4.149224e-01	6.195211e-02	1.886854e-01	-1.267333e-01
188           	1.577617e-01	4.148601e-01	6.196200e-02	1.887427e-01	-1.267807e-01
189           	1.578146e-01	4.148597e-01	6.189165e-02	1.887604e-01	-1.268687e-01
190           	1.578592e-01	4.148857e-01	6.191567e-02	1.888170e-01	-1.269014e-01
191           	1.579131e-01	4.149679e-01	6.193018e-02	1.888782e-01	-1.269480e-01
192           	1.579484e-01	4.150788e-01	6.199482e-02	1.889458e-01	-1.269510e-01
193           	1.579570e-01	4.151756e-01	6.200648e-02	1.889602e-01	-1.269537e-01
194           	1.579577e-01	4.152659e-01	6.208773e-02	1.890016e-01	-1.269139e-01
195           	1.579512e-01	4.153150e-01	6.209964e-02	1.890010e-01	-1.269014e-01
196           	1.579403e-01	4.153253e-01	6.215713e-02	1.890189e-01	-1.268618e-01
197           	1.579148e-01	4.152818e-01	6.211948e-02	1.889746e-01	-1.268551e-01
198           	1.578538e-01	4.151422e-01	6.210454e-02	1.889061e-01	-1.268015e-01
199           	1.577821e-01	4.149133e-01	6.207555e-02	1.888199e-01	-1.267443e-01
200           	1.577007e-01	4.146312e-01	6.208132e-02	1.887414e-01	-1.266601e-01
201           	1.576108e-01	4.142991e-01	6.206965e-02	1.886456e-01	-1.265759e-01
202           	1.575343e-01	4.139563e-01	6.208949e-02	1.885790e-01	-1.264895e-01
203           	1.574594e-01	4.136088e-01	6.212950e-02	1.885241e-01	-1.263946e-01
204           	1.574142e-01	4.132926e-01	6.221251e-02	1.885205e-01	-1.263080e-01
205           	1.573723e-01	4.129766e-01	6.229747e-02	1.885210e-01	-1.262235e-01
206           	1.573555e-01	4.127085e-01	6.244597e-02	1.885785e-01	-1.261325e-01
207           	1.573613e-01	4.124933e-01	6.257722e-02	1.886499e-01	-1.260726e-01
208           	1.573624e-01	4.122979e-01	6.271887e-02	1.887219e-01	-1.260030e-01
209           	1.573615e-01	4.121330e-01	6.283744e-02	1.887802e-01	-1.259428e-01
210           	1.573341e-01	4.119328e-01	6.299255e-02	1.888304e-01	-1.258378e-01
211           	1.573229e-01	4.117645e-01	6.313463e-02	1.888902e-01	-1.257556e-01
212           	1.573079e-01	4.116356e-01	6.324489e-02	1.889304e-01	-1.256855e-01
213           	1.572477e-01	4.114238e-01	6.332303e-02	1.889092e-01	-1.255862e-01
214           	1.571805e-01	4.112557e-01	6.335505e-02	1.888580e-01	-1.255030e-01
215           	1.571300e-01	4.110494e-01	6.342766e-02	1.888438e-01	-1.254162e-01
216           	1.570969e-01	4.109282e-01	6.350557e-02	1.888497e-01	-1.253441e-01
217           	1.570912e-01	4.108329e-01	6.357073e-02	1.888766e-01	-1.253058e-01
218           	1.570871e-01	4.107910e-01	6.362720e-02	1.889007e-01	-1.252735e-01
219           	1.571061e-01	4.107839e-01	6.370223e-02	1.889572e-01	-1.252550e-01
220           	1.571048e-01	4.107875e-01	6.376045e-02	1.889850e-01	-1.252246e-01
221           	1.571464e-01	4.108494e-01	6.385030e-02	1.890716e-01	-1.252213e-01
222           	1.571552e-01	4.108776e-01	6.395192e-02	1.891312e-01	-1.251793e-01
223           	1.572041e-01	4.110106e-01	6.403072e-02	1.892195e-01	-1.251888e-01
224           	1.572025e-01	4.111085e-01	6.405354e-02	1.892293e-01	-1.251758e-01
225           	1.571694e-01	4.111855e-01	6.405786e-02	1.891983e-01	-1.251405e-01
226           	1.571521e-01	4.112672e-01	6.407783e-02	1.891910e-01	-1.251132e-01
227           	1.571357e-01	4.113433e-01	6.411557e-02	1.891935e-01	-1.250779e-01
228           	1.570978e-01	4.114026e-01	6.410774e-02	1.891516e-01	-1.250439e-01
229           	1.570387e-01	4.114388e-01	6.410453e-02	1.890909e-01	-1.249864e-01
230           	1.569779e-01	4.114855e-01	6.407654e-02	1.890161e-01	-1.249396e-01
231           	1.568981e-01	4.114923e-01	6.410924e-02	1.889528e-01	-1.248435e-01
232           	1.568187e-01	4.114966e-01	6.413871e-02	1.888880e-01	-1.247493e-01
233           	1.567491e-01	4.115077e-01	6.423047e-02	1.888644e-01	-1.246339e-01
234           	1.566982e-01	4.115576e-01	6.429420e-02	1.888453e-01	-1.245511e-01
235           	1.566596e-01	4.116482e-01	6.433673e-02	1.888280e-01	-1.244913e-01
236           	1.566098e-01	4.117103e-01	6.438297e-02	1.888013e-01	-1.244183e-01
237           	1.565932e-01	4.117939e-01	6.447187e-02	1.888291e-01	-1.243573e-01
238           	1.565835e-01	4.118842e-01	6.452691e-02	1.888469e-01	-1.243200e-01
239           	1.565885e-01	4.119964e-01	6.457709e-02	1.888771e-01	-1.243000e-01
240           	1.565707e-01	4.120782e-01	6.456058e-02	1.888510e-01	-1.242904e-01
241           	1.565594e-01	4.121576e-01	6.457288e-02	1.888459e-01	-1.242730e-01
242           	1.565348e-01	4.122236e-01	6.453838e-02	1.888040e-01	-1.242657e-01
243           	1.565287e-01	4.123092e-01	6.453023e-02	1.887938e-01	-1.242636e-01
244           	1.565318e-01	4.124023e-01	6.446330e-02	1.887634e-01	-1.243001e-01
245           	1.565765e-01	4.125885e-01	6.438572e-02	1.887694e-01	-1.243837e-01
246           	1.565939e-01	4.127586e-01	6.421977e-02	1.887037e-01	-1.244840e-01
247           	1.566362e-01	4.129600e-01	6.411550e-02	1.886939e-01	-1.245784e-01
248           	1.566749e-01	4.131491e-01	6.393902e-02	1.886444e-01	-1.247053e-01
249           	1.567308e-01	4.133673e-01	6.380270e-02	1.886322e-01	-1.248295e-01
250           	1.567268e-01	4.134897e-01	6.357911e-02	1.885163e-01	-1.249372e-01
251           	1.567320e-01	4.136110e-01	6.339821e-02	1.884311e-01	-1.250329e-01
252           	1.566587e-01	4.135917e-01	6.314681e-02	1.882321e-01	-1.250853e-01
253           	1.565771e-01	4.135284e-01	6.296224e-02	1.880582e-01	-1.250960e-01
254           	1.564412e-01	4.133318e-01	6.273656e-02	1.878095e-01	-1.250729e-01
255           	1.563537e-01	4.131416e-01	6.261112e-02	1.876593e-01	-1.250482e-01
256           	1.562583e-01	4.129376e-01	6.243599e-02	1.874763e-01	-1.250403e-01
257           	1.562108e-01	4.128198e-01	6.230582e-02	1.873637e-01	-1.250579e-01
258           	1.561554e-01	4.126595e-01	6.220144e-02	1.872561e-01	-1.250547e-01
259           	1.561884e-01	4.126437e-01	6.217635e-02	1.872766e-01	-1.251003e-01
260           	1.562365e-01	4.126697e-01	6.217000e-02	1.873215e-01	-1.251515e-01
261           	1.563271e-01	4.127845e-01	6.225859e-02	1.874564e-01	-1.251978e-01
262           	1.564223e-01	4.129542e-01	6.232784e-02	1.875862e-01	-1.252584e-01
263           	1.565358e-01	4.132263e-01	6.241756e-02	1.877446e-01	-1.253270e-01
264           	1.566025e-01	4.134678e-01	6.252427e-02	1.878646e-01	-1.253404e-01
265           	1.566804e-01	4.137331e-01	6.269443e-02	1.880276e-01	-1.253332e-01
266           	1.567348e-01	4.139722e-01	6.285043e-02	1.881600e-01	-1.253096e-01
267           	1.567587e-01	4.141678e-01	6.298208e-02	1.882497e-01	-1.252676e-01
268           	1.567252e-01	4.142774e-01	6.303704e-02	1.882438e-01	-1.252067e-01
269           	1.566853e-01	4.143168e-01	6.309031e-02	1.882305e-01	-1.251402e-01
270           	1.566080e-01	4.142484e-01	6.310150e-02	1.881588e-01	-1.250573e-01
271           	1.565437e-01	4.140916e-01	6.315670e-02	1.881220e-01	-1.249653e-01
272           	1.564790e-01	4.138761e-01	6.318631e-02	1.880722e-01	-1.248859e-01
273           	1.564598e-01	4.136391e-01	6.322098e-02	1.880703e-01	-1.248493e-01
274           	1.564426e-01	4.133650e-01	6.323866e-02	1.880619e-01	-1.248232e-01
275           	1.564358e-01	4.130556e-01	6.324856e-02	1.880600e-01	-1.248115e-01
276           	1.564579e-01	4.127583e-01	6.327250e-02	1.880941e-01	-1.248216e-01
277           	1.565223e-01	4.125247e-01	6.331544e-02	1.881800e-01	-1.248646e-01
278           	1.565804e-01	4.123155e-01	6.336198e-02	1.882614e-01	-1.248994e-01
279           	1.566414e-01	4.121381e-01	6.341692e-02	1.883498e-01	-1.249329e-01
280           	1.566940e-01	4.119971e-01	6.348342e-02	1.884357e-01	-1.249523e-01
281           	1.567432e-01	4.119062e-01	6.352443e-02	1.885054e-01	-1.249810e-01
282           	1.567660e-01	4.118079e-01	6.358950e-02	1.885607e-01	-1.249712e-01
283           	1.568061e-01	4.117543e-01	6.367438e-02	1.886433e-01	-1.249689e-01
284           	1.568308e-01	4.117129e-01	6.371181e-02	1.886867e-01	-1.249749e-01
285           	1.568531e-01	4.116946e-01	6.374773e-02	1.887269e-01	-1.249792e-01
286           	1.568513e-01	4.116674e-01	6.373187e-02	1.887173e-01	-1.249854e-01
287           	1.568727e-01	4.116746e-01	6.374472e-02	1.887450e-01	-1.250003e-01
288           	1.569002e-01	4.116845e-01	6.374003e-02	1.887703e-01	-1.250302e-01
289           	1.569424e-01	4.117374e-01	6.375992e-02	1.888224e-01	-1.250624e-01
290           	1.569678e-01	4.117837e-01	6.373114e-02	1.888334e-01	-1.251023e-01
291           	1.570142e-01	4.118756e-01	6.376088e-02	1.888946e-01	-1.251337e-01
292           	1.570319e-01	4.119505e-01	6.375072e-02	1.889073e-01	-1.251566e-01
293           	1.570674e-01	4.120670e-01	6.379458e-02	1.889647e-01	-1.251702e-01
294           	1.570657e-01	4.121258e-01	6.381351e-02	1.889724e-01	-1.251589e-01
295           	1.570900e-01	4.122522e-01	6.387700e-02	1.890285e-01	-1.251515e-01
296           	1.570559e-01	4.123266e-01	6.385609e-02	1.889839e-01	-1.251279e-01
297           	1.570327e-01	4.124534e-01	6.386009e-02	1.889628e-01	-1.251027e-01
298           	1.569464e-01	4.124793e-01	6.384272e-02	1.888677e-01	-1.250250e-01
299           	1.568873e-01	4.125801e-01	6.387830e-02	1.888265e-01	-1.249482e-01
300           	1.567550e-01	4.125602e-01	6.387526e-02	1.886927e-01	-1.248174e-01
301           	1.566681e-01	4.126205e-01	6.393325e-02	1.886347e-01	-1.247015e-01
302           	1.565401e-01	4.126286e-01	6.390498e-02	1.884925e-01	-1.245876e-01
303           	1.564474e-01	4.127004e-01	6.391074e-02	1.884028e-01	-1.244920e-01
304           	1.563195e-01	4.126959e-01	6.385997e-02	1.882495e-01	-1.243895e-01
305           	1.562731e-01	4.127970e-01	6.387119e-02	1.882087e-01	-1.243375e-01
306           	1.562123e-01	4.128594e-01	6.380553e-02	1.881150e-01	-1.243095e-01
