# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
307           	1.561984e-01	4.130133e-01	6.376737e-02	1.880821e-01	-1.243147e-01
308           	1.561528e-01	4.131086e-01	6.365301e-02	1.879793e-01	-1.243263e-01
309           	1.561602e-01	4.132697e-01	6.360410e-02	1.879623e-01	-1.243582e-01
310           	1.561065e-01	4.133190e-01	6.350658e-02	1.878598e-01	-1.243533e-01
311           	1.560849e-01	4.134083e-01	6.348505e-02	1.878275e-01	-1.243424e-01
312           	1.560386e-01	4.134091e-01	6.344105e-02	1.877591e-01	-1.243181e-01
313           	1.559905e-01	4.134593e-01	6.339128e-02	1.876861e-01	-1.242949e-01
314           	1.559115e-01	4.133790e-01	6.334476e-02	1.875838e-01	-1.242391e-01
315           	1.558763e-01	4.133755e-01	6.333535e-02	1.875439e-01	-1.242086e-01
316           	1.558060e-01	4.132776e-01	6.329569e-02	1.874538e-01	-1.241582e-01
317           	1.557979e-01	4.132494e-01	6.330721e-02	1.874515e-01	-1.241443e-01
318           	1.557577e-01	4.131508e-01	6.325676e-02	1.873860e-01	-1.241293e-01
319           	1.557769e-01	4.131336e-01	6.326072e-02	1.874072e-01	-1.241465e-01
320           	1.557707e-01	4.130649e-01	6.316950e-02	1.873554e-01	-1.241859e-01
321           	1.558049e-01	4.130821e-01	6.310304e-02	1.873564e-01	-1.242534e-01
322           	1.558076e-01	4.130227e-01	6.301377e-02	1.873145e-01	-1.243007e-01
323           	1.558739e-01	4.130614e-01	6.298262e-02	1.873652e-01	-1.243826e-01
324           	1.558894e-01	4.130331e-01	6.288284e-02	1.873308e-01	-1.244480e-01
325           	1.559258e-01	4.130456e-01	6.285438e-02	1.873530e-01	-1.244986e-01
326           	1.559265e-01	4.129954e-01	6.278385e-02	1.873184e-01	-1.245345e-01
327           	1.559501e-01	4.129971e-01	6.277698e-02	1.873386e-01	-1.245616e-01
328           	1.559172e-01	4.128829e-01	6.275042e-02	1.872924e-01	-1.245420e-01
329           	1.559421e-01	4.128530e-01	6.276306e-02	1.873236e-01	-1.245605e-01
330           	1.559210e-01	4.127466e-01	6.270385e-02	1.872729e-01	-1.245690e-01
331           	1.559332e-01	4.126823e-01	6.268470e-02	1.872756e-01	-1.245909e-01
332           	1.558973e-01	4.125248e-01	6.260750e-02	1.872011e-01	-1.245936e-01
333           	1.559288e-01	4.124670e-01	6.255786e-02	1.872078e-01	-1.246499e-01
334           	1.559396e-01	4.123679e-01	6.248877e-02	1.871840e-01	-1.246952e-01
335           	1.559788e-01	4.123314e-01	6.242052e-02	1.871891e-01	-1.247686e-01
336           	1.559851e-01	4.122405e-01	6.237633e-02	1.871733e-01	-1.247970e-01
337           	1.560243e-01	4.122050e-01	6.237791e-02	1.872132e-01	-1.248353e-01
338           	1.560379e-01	4.121299e-01	6.239704e-02	1.872364e-01	-1.248394e-01
339           	1.560752e-01	4.121158e-01	6.243091e-02	1.872906e-01	-1.248597e-01
340           	1.560850e-01	4.120512e-01	6.253678e-02	1.873534e-01	-1.248166e-01
341           	1.561276e-01	4.120607e-01	6.262463e-02	1.874399e-01	-1.248153e-01
342           	1.561525e-01	4.120436e-01	6.277942e-02	1.875422e-01	-1.247628e-01
343           	1.562049e-01	4.120749e-01	6.294199e-02	1.876759e-01	-1.247339e-01
344           	1.562526e-01	4.121004e-01	6.317258e-02	1.878389e-01	-1.246663e-01
345           	1.562914e-01	4.121498e-01	6.333119e-02	1.879570e-01	-1.246258e-01
346           	1.562974e-01	4.121642e-01	6.352658e-02	1.880607e-01	-1.245341e-01
347           	1.562851e-01	4.121456e-01	6.368977e-02	1.881300e-01	-1.244402e-01
348           	1.562708e-01	4.121198e-01	6.388045e-02	1.882110e-01	-1.243306e-01
349           	1.562314e-01	4.120631e-01	6.401728e-02	1.882400e-01	-1.242227e-01
350           	1.561896e-01	4.119725e-01	6.415631e-02	1.882678e-01	-1.241115e-01
351           	1.561517e-01	4.119013e-01	6.422093e-02	1.882621e-01	-1.240412e-01
352           	1.560983e-01	4.117928e-01	6.427812e-02	1.882373e-01	-1.239592e-01
353           	1.560487e-01	4.116645e-01	6.431321e-02	1.882053e-01	-1.238921e-01
354           	1.560358e-01	4.115620e-01	6.440883e-02	1.882402e-01	-1.238313e-01
355           	1.560068e-01	4.114100e-01	6.449309e-02	1.882534e-01	-1.237603e-01
356           	1.559874e-01	4.112754e-01	6.456555e-02	1.882702e-01	-1.237046e-01
357           	1.559750e-01	4.111546e-01	6.462144e-02	1.882857e-01	-1.236643e-01
358           	1.559784e-01	4.110261e-01	6.472664e-02	1.883417e-01	-1.236151e-01
359           	1.559752e-01	4.109202e-01	6.477631e-02	1.883633e-01	-1.235870e-01
360           	1.559744e-01	4.107874e-01	6.488011e-02	1.884144e-01	-1.235343e-01
361           	1.559991e-01	4.107119e-01	6.499153e-02	1.884948e-01	-1.235033e-01
362           	1.560367e-01	4.106732e-01	6.510020e-02	1.885868e-01	-1.234866e-01
363           	1.560412e-01	4.106069e-01	6.517522e-02	1.886288e-01	-1.234536e-01
364           	1.560631e-01	4.105409e-01	6.531565e-02	1.887210e-01	-1.234053e-01
365           	1.560985e-01	4.105053e-01	6.542288e-02	1.888100e-01	-1.233871e-01
366           	1.561522e-01	4.105112e-01	6.551216e-02	1.889083e-01	-1.233961e-01
367           	1.561912e-01	4.105216e-01	6.553164e-02	1.889570e-01	-1.234254e-01
368           	1.562251e-01	4.105444e-01	6.555576e-02	1.890030e-01	-1.234472e-01
369           	1.562770e-01	4.105912e-01	6.552680e-02	1.890404e-01	-1.235136e-01
370           	1.563374e-01	4.106889e-01	6.549903e-02	1.890869e-01	-1.235879e-01
371           	1.563769e-01	4.107485e-01	6.541673e-02	1.890853e-01	-1.236685e-01
372           	1.564324e-01	4.108481e-01	6.533830e-02	1.891015e-01	-1.237632e-01
373           	1.564614e-01	4.109261e-01	6.523263e-02	1.890778e-01	-1.238451e-01
374           	1.564787e-01	4.109886e-01	6.517852e-02	1.890680e-01	-1.238894e-01
375           	1.564576e-01	4.109846e-01	6.511368e-02	1.890144e-01	-1.239008e-01
376           	1.564583e-01	4.109969e-01	6.513631e-02	1.890264e-01	-1.238901e-01
377           	1.564511e-01	4.110273e-01	6.515250e-02	1.890273e-01	-1.238748e-01
378           	1.564500e-01	4.110631e-01	6.522459e-02	1.890622e-01	-1.238377e-01
379           	1.564184e-01	4.110691e-01	6.527184e-02	1.890543e-01	-1.237824e-01
380           	1.564160e-01	4.110979e-01	6.541582e-02	1.891239e-01	-1.237081e-01
381           	1.563943e-01	4.111200e-01	6.550303e-02	1.891458e-01	-1.236428e-01
382           	1.564194e-01	4.111904e-01	6.565261e-02	1.892457e-01	-1.235930e-01
383           	1.564205e-01	4.112469e-01	6.571977e-02	1.892803e-01	-1.235606e-01
384           	1.564463e-01	4.113446e-01	6.582251e-02	1.893576e-01	-1.235350e-01
385           	1.564547e-01	4.114163e-01	6.585060e-02	1.893800e-01	-1.235294e-01
386           	1.564868e-01	4.115360e-01	6.588722e-02	1.894304e-01	-1.235432e-01
387           	1.565314e-01	4.116735e-01	6.584525e-02	1.894540e-01	-1.236088e-01
388           	1.566194e-01	4.119307e-01	6.579999e-02	1.895194e-01	-1.237194e-01
389           	1.566801e-01	4.121742e-01	6.564625e-02	1.895032e-01	-1.238570e-01
390           	1.567610e-01	4.124560e-01	6.555367e-02	1.895378e-01	-1.239841e-01
391           	1.568680e-01	4.127824e-01	6.541310e-02	1.895746e-01	-1.241615e-01
392           	1.569986e-01	4.131659e-01	6.530042e-02	1.896489e-01	-1.243484e-01
393           	1.571032e-01	4.135224e-01	6.509179e-02	1.896491e-01	-1.245573e-01
394           	1.571987e-01	4.138734e-01	6.487873e-02	1.896381e-01	-1.247594e-01
395           	1.572185e-01	4.140762e-01	6.456465e-02	1.895009e-01	-1.249362e-01
396           	1.572108e-01	4.142212e-01	6.421619e-02	1.893188e-01	-1.251027e-01
397           	1.571352e-01	4.142165e-01	6.379049e-02	1.890305e-01	-1.252400e-01
398           	1.570511e-01	4.141592e-01	6.342500e-02	1.887636e-01	-1.253387e-01
399           	1.569330e-01	4.140320e-01	6.305526e-02	1.884606e-01	-1.254054e-01
400           	1.567941e-01	4.138819e-01	6.275859e-02	1.881734e-01	-1.254148e-01
401           	1.566384e-01	4.136618e-01	6.254631e-02	1.879116e-01	-1.253653e-01
402           	1.564981e-01	4.134479e-01	6.246000e-02	1.877281e-01	-1.252681e-01
403           	1.563911e-01	4.132249e-01	6.248333e-02	1.876327e-01	-1.251494e-01
404           	1.563227e-01	4.130276e-01	6.254599e-02	1.875957e-01	-1.250497e-01
405           	1.563212e-01	4.128828e-01	6.265045e-02	1.876465e-01	-1.249960e-01
406           	1.563808e-01	4.128195e-01	6.273131e-02	1.877464e-01	-1.250151e-01
407           	1.564649e-01	4.127643e-01	6.280263e-02	1.878662e-01	-1.250636e-01
408           	1.566001e-01	4.127796e-01	6.290612e-02	1.880532e-01	-1.251471e-01
409           	1.567743e-01	4.128419e-01	6.304423e-02	1.882964e-01	-1.252522e-01
410           	1.569325e-01	4.129483e-01	6.317804e-02	1.885215e-01	-1.253435e-01
411           	1.570268e-01	4.129862e-01	6.331608e-02	1.886849e-01	-1.253688e-01
412           	1.570678e-01	4.129900e-01	6.346606e-02	1.888008e-01	-1.253347e-01
413           	1.570111e-01	4.128434e-01	6.360358e-02	1.888129e-01	-1.252093e-01
414           	1.569218e-01	4.126638e-01	6.375684e-02	1.888002e-01	-1.250434e-01
415           	1.567963e-01	4.123790e-01	6.387662e-02	1.887346e-01	-1.248580e-01
416           	1.566967e-01	4.121212e-01	6.403613e-02	1.887147e-01	-1.246786e-01
417           	1.565711e-01	4.118190e-01	6.411169e-02	1.886269e-01	-1.245152e-01
418           	1.565145e-01	4.115866e-01	6.423169e-02	1.886303e-01	-1.243986e-01
419           	1.564984e-01	4.113590e-01	6.431942e-02	1.886582e-01	-1.243387e-01
420           	1.565492e-01	4.112552e-01	6.444026e-02	1.887694e-01	-1.243291e-01
421           	1.565806e-01	4.111275e-01	6.452278e-02	1.888420e-01	-1.243192e-01
422           	1.566423e-01	4.110613e-01	6.468100e-02	1.889828e-01	-1.243018e-01
423           	1.566824e-01	4.110017e-01	6.480464e-02	1.890848e-01	-1.242801e-01
424           	1.567171e-01	4.109806e-01	6.498680e-02	1.892105e-01	-1.242237e-01
425           	1.567014e-01	4.109114e-01	6.510362e-02	1.892532e-01	-1.241496e-01
426           	1.566927e-01	4.109049e-01	6.525095e-02	1.893182e-01	-1.240672e-01
427           	1.566269e-01	4.108505e-01	6.532988e-02	1.892918e-01	-1.239619e-01
428           	1.565632e-01	4.108557e-01	6.540997e-02	1.892681e-01	-1.238582e-01
429           	1.564673e-01	4.107959e-01	6.542652e-02	1.891806e-01	-1.237541e-01
430           	1.564178e-01	4.108111e-01	6.548238e-02	1.891590e-01	-1.236766e-01
431           	1.563366e-01	4.107686e-01	6.544584e-02	1.890595e-01	-1.236137e-01
432           	1.562921e-01	4.107756e-01	6.544451e-02	1.890143e-01	-1.235698e-01
433           	1.562418e-01	4.107314e-01	6.539240e-02	1.889380e-01	-1.235456e-01
434           	1.562166e-01	4.107309e-01	6.537599e-02	1.889046e-01	-1.235286e-01
435           	1.561672e-01	4.106761e-01	6.527810e-02	1.888063e-01	-1.235282e-01
436           	1.561504e-01	4.106895e-01	6.520756e-02	1.887542e-01	-1.235466e-01
437           	1.561124e-01	4.106466e-01	6.508820e-02	1.886565e-01	-1.235683e-01
438           	1.561238e-01	4.107146e-01	6.501912e-02	1.886334e-01	-1.236143e-01
439           	1.560960e-01	4.107420e-01	6.485383e-02	1.885229e-01	-1.236691e-01
440           	1.560954e-01	4.108466e-01	6.474691e-02	1.884688e-01	-1.237219e-01
441           	1.560759e-01	4.109172e-01	6.456403e-02	1.883579e-01	-1.237939e-01
442           	1.560776e-01	4.110691e-01	6.443452e-02	1.882948e-01	-1.238603e-01
443           	1.560339e-01	4.111416e-01	6.424531e-02	1.881565e-01	-1.239112e-01
444           	1.560231e-01	4.112949e-01	6.415131e-02	1.880988e-01	-1.239475e-01
445           	1.559654e-01	4.113734e-01	6.400047e-02	1.879656e-01	-1.239651e-01
446           	1.559078e-01	4.114650e-01	6.395023e-02	1.878830e-01	-1.239327e-01
447           	1.558141e-01	4.114808e-01	6.385952e-02	1.877439e-01	-1.238844e-01
448           	1.557588e-01	4.115591e-01	6.388315e-02	1.877004e-01	-1.238172e-01
449           	1.556651e-01	4.115467e-01	6.386841e-02	1.875993e-01	-1.237309e-01
450           	1.556085e-01	4.115821e-01	6.394554e-02	1.875813e-01	-1.236357e-01
451           	1.555458e-01	4.115674e-01	6.396276e-02	1.875272e-01	-1.235644e-01
452           	1.555133e-01	4.115818e-01	6.406010e-02	1.875434e-01	-1.234833e-01
453           	1.554676e-01	4.115483e-01	6.406269e-02	1.874990e-01	-1.234363e-01
454           	1.554481e-01	4.115533e-01	6.411262e-02	1.875044e-01	-1.233918e-01
455           	1.554271e-01	4.115176e-01	6.409983e-02	1.874770e-01	-1.233772e-01
456           	1.554529e-01	4.115474e-01	6.414739e-02	1.875266e-01	-1.233792e-01
457           	1.554563e-01	4.115509e-01	6.408106e-02	1.874968e-01	-1.234158e-01
458           	1.555104e-01	4.116306e-01	6.406356e-02	1.875421e-01	-1.234786e-01
459           	1.555848e-01	4.117259e-01	6.395371e-02	1.875616e-01	-1.236079e-01
460           	1.557029e-01	4.119232e-01	6.386336e-02	1.876345e-01	-1.237712e-01
461           	1.558002e-01	4.121021e-01	6.371770e-02	1.876590e-01	-1.239413e-01
462           	1.559221e-01	4.123474e-01	6.362278e-02	1.877335e-01	-1.241107e-01
463           	1.560304e-01	4.125816e-01	6.344496e-02	1.877529e-01	-1.243080e-01
464           	1.561387e-01	4.128356e-01	6.331275e-02	1.877950e-01	-1.244823e-01
465           	1.562136e-01	4.130324e-01	6.311553e-02	1.877713e-01	-1.246558e-01
466           	1.562777e-01	4.131997e-01	6.298225e-02	1.877688e-01	-1.247866e-01
467           	1.562990e-01	4.132808e-01	6.279832e-02	1.876981e-01	-1.248998e-01
468           	1.562998e-01	4.133078e-01	6.266640e-02	1.876330e-01	-1.249666e-01
469           	1.562795e-01	4.132729e-01	6.249798e-02	1.875285e-01	-1.250305e-01
470           	1.562703e-01	4.132132e-01	6.240494e-02	1.874728e-01	-1.250679e-01
471           	1.562777e-01	4.131603e-01	6.224999e-02	1.874027e-01	-1.251527e-01
472           	1.563071e-01	4.131334e-01	6.211857e-02	1.873664e-01	-1.252479e-01
473           	1.563703e-01	4.131303e-01	6.199462e-02	1.873676e-01	-1.253730e-01
474           	1.564411e-01	4.131699e-01	6.188942e-02	1.873858e-01	-1.254964e-01
475           	1.565187e-01	4.132208e-01	6.180016e-02	1.874188e-01	-1.256186e-01
476           	1.565798e-01	4.132923e-01	6.176092e-02	1.874603e-01	-1.256994e-01
477           	1.566374e-01	4.133854e-01	6.177663e-02	1.875257e-01	-1.257491e-01
478           	1.566980e-01	4.135101e-01	6.187558e-02	1.876358e-01	-1.257603e-01
479           	1.567275e-01	4.136409e-01	6.196207e-02	1.877085e-01	-1.257464e-01
480           	1.567290e-01	4.137615e-01	6.207863e-02	1.877683e-01	-1.256897e-01
481           	1.567451e-01	4.138813e-01	6.223222e-02	1.878612e-01	-1.256290e-01
482           	1.567448e-01	4.139663e-01	6.238061e-02	1.879351e-01	-1.255545e-01
483           	1.567445e-01	4.140203e-01	6.251606e-02	1.880026e-01	-1.254865e-01
484           	1.567471e-01	4.140496e-01	6.261815e-02	1.880561e-01	-1.254380e-01
485           	1.567395e-01	4.140267e-01	6.265080e-02	1.880649e-01	-1.254141e-01
486           	1.567036e-01	4.139333e-01	6.267745e-02	1.880424e-01	-1.253649e-01
487           	1.566592e-01	4.137770e-01	6.267461e-02	1.879965e-01	-1.253219e-01
488           	1.566376e-01	4.135981e-01	6.272982e-02	1.880025e-01	-1.252727e-01
489           	1.565922e-01	4.133834e-01	6.272021e-02	1.879523e-01	-1.252321e-01
490           	1.565437e-01	4.131481e-01	6.274406e-02	1.879157e-01	-1.251716e-01
491           	1.564811e-01	4.128857e-01	6.273267e-02	1.878475e-01	-1.251148e-01
492           	1.564296e-01	4.126340e-01	6.279885e-02	1.878290e-01	-1.250301e-01
493           	1.563758e-01	4.123762e-01	6.283409e-02	1.877929e-01	-1.249588e-01
494           	1.563308e-01	4.121481e-01	6.293890e-02	1.878002e-01	-1.248613e-01
495           	1.562947e-01	4.119375e-01	6.301902e-02	1.878042e-01	-1.247851e-01
496           	1.562713e-01	4.117776e-01	6.315512e-02	1.878488e-01	-1.246937e-01
497           	1.562214e-01	4.115853e-01	6.325853e-02	1.878507e-01	-1.245922e-01
498           	1.561896e-01	4.114301e-01	6.342878e-02	1.879040e-01	-1.244752e-01
499           	1.561768e-01	4.112910e-01	6.357161e-02	1.879627e-01	-1.243910e-01
500           	1.561894e-01	4.112090e-01	6.374247e-02	1.880606e-01	-1.243181e-01
