# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
292           	1.581764e-01	4.162037e-01	6.811789e-02	1.922354e-01	-1.241175e-01
293           	1.582473e-01	4.164862e-01	6.793186e-02	1.922132e-01	-1.242814e-01
294           	1.582990e-01	4.166566e-01	6.770874e-02	1.921534e-01	-1.244446e-01
295           	1.583070e-01	4.167583e-01	6.752018e-02	1.920671e-01	-1.245469e-01
296           	1.582492e-01	4.167057e-01	6.723996e-02	1.918692e-01	-1.246293e-01
297           	1.581329e-01	4.165097e-01	6.704193e-02	1.916538e-01	-1.246119e-01
298           	1.579956e-01	4.161792e-01	6.682824e-02	1.914097e-01	-1.245815e-01
299           	1.578168e-01	4.157359e-01	6.674949e-02	1.911916e-01	-1.244421e-01
300           	1.576418e-01	4.152224e-01	6.664997e-02	1.909668e-01	-1.243168e-01
301           	1.574595e-01	4.146893e-01	6.663516e-02	1.907771e-01	-1.241419e-01
302           	1.573551e-01	4.142209e-01	6.655898e-02	1.906345e-01	-1.240756e-01
303           	1.573016e-01	4.138507e-01	6.658645e-02	1.905948e-01	-1.240084e-01
304           	1.573307e-01	4.135794e-01	6.654274e-02	1.906021e-01	-1.240594e-01
305           	1.574042e-01	4.134376e-01	6.658474e-02	1.906966e-01	-1.241119e-01
306           	1.575492e-01	4.134126e-01	6.656590e-02	1.908321e-01	-1.242662e-01
307           	1.577190e-01	4.135398e-01	6.667669e-02	1.910573e-01	-1.243807e-01
308           	1.578854e-01	4.137299e-01	6.668857e-02	1.912297e-01	-1.245412e-01
309           	1.580187e-01	4.139931e-01	6.682520e-02	1.914313e-01	-1.246061e-01
310           	1.581485e-01	4.142607e-01	6.691435e-02	1.916057e-01	-1.246913e-01
311           	1.582541e-01	4.145779e-01	6.713440e-02	1.918213e-01	-1.246869e-01
312           	1.583451e-01	4.148632e-01	6.725149e-02	1.919708e-01	-1.247193e-01
313           	1.584028e-01	4.151318e-01	6.741757e-02	1.921116e-01	-1.246940e-01
314           	1.584636e-01	4.153594e-01	6.742042e-02	1.921738e-01	-1.247533e-01
315           	1.585087e-01	4.155503e-01	6.748132e-02	1.922493e-01	-1.247680e-01
316           	1.585726e-01	4.156909e-01	6.744345e-02	1.922943e-01	-1.248508e-01
317           	1.586071e-01	4.157845e-01	6.750641e-02	1.923603e-01	-1.248539e-01
318           	1.586689e-01	4.158422e-01	6.751213e-02	1.924250e-01	-1.249128e-01
319           	1.587243e-01	4.158880e-01	6.763065e-02	1.925397e-01	-1.249090e-01
320           	1.587797e-01	4.158984e-01	6.765107e-02	1.926053e-01	-1.249542e-01
321           	1.587758e-01	4.158385e-01	6.781425e-02	1.926829e-01	-1.248686e-01
322           	1.587782e-01	4.157414e-01	6.794915e-02	1.927528e-01	-1.248036e-01
323           	1.587608e-01	4.156277e-01	6.826848e-02	1.928951e-01	-1.246266e-01
324           	1.587363e-01	4.154829e-01	6.847781e-02	1.929752e-01	-1.244974e-01
325           	1.586766e-01	4.153261e-01	6.878210e-02	1.930677e-01	-1.242856e-01
326           	1.586032e-01	4.151320e-01	6.897139e-02	1.930889e-01	-1.241175e-01
327           	1.585209e-01	4.149482e-01	6.929727e-02	1.931695e-01	-1.238723e-01
328           	1.584438e-01	4.147560e-01	6.947091e-02	1.931792e-01	-1.237083e-01
329           	1.583609e-01	4.145622e-01	6.978617e-02	1.932539e-01	-1.234678e-01
330           	1.582812e-01	4.143508e-01	6.992891e-02	1.932456e-01	-1.233167e-01
331           	1.582169e-01	4.141621e-01	7.018743e-02	1.933106e-01	-1.231232e-01
332           	1.581187e-01	4.139093e-01	7.022688e-02	1.932321e-01	-1.230053e-01
333           	1.580473e-01	4.136930e-01	7.036869e-02	1.932316e-01	-1.228629e-01
334           	1.579769e-01	4.134418e-01	7.036263e-02	1.931582e-01	-1.227956e-01
335           	1.579609e-01	4.132635e-01	7.049872e-02	1.932103e-01	-1.227116e-01
336           	1.579293e-01	4.130817e-01	7.042963e-02	1.931441e-01	-1.227145e-01
337           	1.579232e-01	4.129615e-01	7.048085e-02	1.931637e-01	-1.226828e-01
338           	1.579258e-01	4.128918e-01	7.037767e-02	1.931146e-01	-1.227370e-01
339           	1.579598e-01	4.128940e-01	7.039927e-02	1.931594e-01	-1.227601e-01
340           	1.579647e-01	4.128863e-01	7.021900e-02	1.930742e-01	-1.228552e-01
341           	1.579826e-01	4.129173e-01	7.017119e-02	1.930682e-01	-1.228970e-01
342           	1.579767e-01	4.129149e-01	7.001180e-02	1.929826e-01	-1.229708e-01
343           	1.579502e-01	4.128855e-01	7.000419e-02	1.929523e-01	-1.229481e-01
344           	1.579113e-01	4.128259e-01	6.989172e-02	1.928572e-01	-1.229655e-01
345           	1.578453e-01	4.127571e-01	6.989124e-02	1.927909e-01	-1.228997e-01
346           	1.577731e-01	4.126504e-01	6.983335e-02	1.926898e-01	-1.228565e-01
347           	1.577104e-01	4.125657e-01	6.989630e-02	1.926586e-01	-1.227623e-01
348           	1.576432e-01	4.124304e-01	6.991713e-02	1.926018e-01	-1.226846e-01
349           	1.575903e-01	4.123174e-01	7.007353e-02	1.926271e-01	-1.225536e-01
350           	1.575641e-01	4.122249e-01	7.016412e-02	1.926462e-01	-1.224820e-01
351           	1.575641e-01	4.122003e-01	7.033001e-02	1.927291e-01	-1.223991e-01
352           	1.575717e-01	4.121861e-01	7.038074e-02	1.927620e-01	-1.223813e-01
353           	1.575970e-01	4.122272e-01	7.049285e-02	1.928434e-01	-1.223505e-01
354           	1.576439e-01	4.122913e-01	7.050842e-02	1.928981e-01	-1.223897e-01
355           	1.577023e-01	4.124071e-01	7.059654e-02	1.930006e-01	-1.224041e-01
356           	1.577699e-01	4.125426e-01	7.059233e-02	1.930661e-01	-1.224738e-01
357           	1.578131e-01	4.126743e-01	7.067391e-02	1.931501e-01	-1.224762e-01
358           	1.578509e-01	4.128023e-01	7.067675e-02	1.931893e-01	-1.225125e-01
359           	1.578695e-01	4.129379e-01	7.077757e-02	1.932582e-01	-1.224807e-01
360           	1.579020e-01	4.130951e-01	7.076964e-02	1.932869e-01	-1.225172e-01
361           	1.579436e-01	4.132876e-01	7.086708e-02	1.933771e-01	-1.225100e-01
362           	1.580115e-01	4.135204e-01	7.084966e-02	1.934363e-01	-1.225866e-01
363           	1.580949e-01	4.138170e-01	7.087708e-02	1.935334e-01	-1.226563e-01
364           	1.581936e-01	4.141222e-01	7.077216e-02	1.935797e-01	-1.228076e-01
365           	1.583400e-01	4.145017e-01	7.079371e-02	1.937368e-01	-1.229431e-01
366           	1.585092e-01	4.149109e-01	7.064590e-02	1.938321e-01	-1.231862e-01
367           	1.586878e-01	4.153528e-01	7.055729e-02	1.939665e-01	-1.234092e-01
368           	1.588623e-01	4.157980e-01	7.029648e-02	1.940105e-01	-1.237140e-01
369           	1.590372e-01	4.162555e-01	7.010489e-02	1.940897e-01	-1.239848e-01
370           	1.592162e-01	4.166983e-01	6.980959e-02	1.941210e-01	-1.243114e-01
371           	1.593538e-01	4.171077e-01	6.955250e-02	1.941301e-01	-1.245776e-01
372           	1.594548e-01	4.174422e-01	6.919442e-02	1.940520e-01	-1.248576e-01
373           	1.594998e-01	4.176749e-01	6.893368e-02	1.939666e-01	-1.250330e-01
374           	1.594869e-01	4.177789e-01	6.855926e-02	1.937666e-01	-1.252073e-01
375           	1.594113e-01	4.177509e-01	6.830916e-02	1.935659e-01	-1.252567e-01
376           	1.592821e-01	4.175685e-01	6.797742e-02	1.932708e-01	-1.252934e-01
377           	1.591540e-01	4.173086e-01	6.781332e-02	1.930607e-01	-1.252474e-01
378           	1.590330e-01	4.169791e-01	6.756599e-02	1.928160e-01	-1.252500e-01
379           	1.589227e-01	4.166125e-01	6.749136e-02	1.926684e-01	-1.251770e-01
380           	1.588216e-01	4.162185e-01	6.731958e-02	1.924813e-01	-1.251618e-01
381           	1.587698e-01	4.158799e-01	6.735186e-02	1.924457e-01	-1.250939e-01
382           	1.587811e-01	4.156249e-01	6.726344e-02	1.924128e-01	-1.251494e-01
383           	1.588331e-01	4.154733e-01	6.728967e-02	1.924779e-01	-1.251883e-01
384           	1.589011e-01	4.153601e-01	6.721248e-02	1.925073e-01	-1.252948e-01
385           	1.589976e-01	4.153552e-01	6.726455e-02	1.926298e-01	-1.253653e-01
386           	1.590786e-01	4.153930e-01	6.723993e-02	1.926985e-01	-1.254586e-01
387           	1.591454e-01	4.155308e-01	6.736043e-02	1.928257e-01	-1.254652e-01
388           	1.591782e-01	4.156974e-01	6.738531e-02	1.928708e-01	-1.254855e-01
389           	1.591746e-01	4.158934e-01	6.753269e-02	1.929410e-01	-1.254083e-01
390           	1.591640e-01	4.161118e-01	6.756422e-02	1.929461e-01	-1.253818e-01
391           	1.591166e-01	4.163230e-01	6.764704e-02	1.929401e-01	-1.252931e-01
392           	1.590350e-01	4.164542e-01	6.754354e-02	1.928068e-01	-1.252633e-01
393           	1.589348e-01	4.165416e-01	6.750509e-02	1.926873e-01	-1.251822e-01
394           	1.587986e-01	4.165223e-01	6.732843e-02	1.924628e-01	-1.251344e-01
395           	1.586419e-01	4.164257e-01	6.726137e-02	1.922726e-01	-1.250112e-01
396           	1.584536e-01	4.162384e-01	6.706428e-02	1.919857e-01	-1.249215e-01
397           	1.582588e-01	4.159807e-01	6.702663e-02	1.917721e-01	-1.247455e-01
398           	1.580807e-01	4.156900e-01	6.686135e-02	1.915114e-01	-1.246500e-01
399           	1.579136e-01	4.153578e-01	6.685514e-02	1.913411e-01	-1.244860e-01
400           	1.577748e-01	4.150077e-01	6.672850e-02	1.911390e-01	-1.244105e-01
401           	1.576561e-01	4.146655e-01	6.673318e-02	1.910227e-01	-1.242895e-01
402           	1.575691e-01	4.143490e-01	6.662131e-02	1.908797e-01	-1.242584e-01
403           	1.574856e-01	4.140553e-01	6.661884e-02	1.907950e-01	-1.241761e-01
404           	1.574180e-01	4.137793e-01	6.653992e-02	1.906879e-01	-1.241480e-01
405           	1.573714e-01	4.135709e-01	6.664437e-02	1.906935e-01	-1.240492e-01
406           	1.573463e-01	4.134063e-01	6.664521e-02	1.906689e-01	-1.240236e-01
407           	1.573244e-01	4.132981e-01	6.675638e-02	1.907025e-01	-1.239462e-01
408           	1.573391e-01	4.132661e-01	6.673469e-02	1.907065e-01	-1.239718e-01
409           	1.573729e-01	4.132926e-01	6.685504e-02	1.908004e-01	-1.239454e-01
410           	1.574344e-01	4.133676e-01	6.683455e-02	1.908516e-01	-1.240171e-01
411           	1.574902e-01	4.134708e-01	6.693802e-02	1.909592e-01	-1.240212e-01
412           	1.575587e-01	4.135917e-01	6.690129e-02	1.910094e-01	-1.241081e-01
413           	1.576204e-01	4.137193e-01	6.697532e-02	1.911080e-01	-1.241327e-01
414           	1.576824e-01	4.138653e-01	6.685709e-02	1.911110e-01	-1.242539e-01
415           	1.576912e-01	4.139360e-01	6.685645e-02	1.911194e-01	-1.242629e-01
416           	1.577242e-01	4.140061e-01	6.674779e-02	1.910981e-01	-1.243503e-01
417           	1.577543e-01	4.140709e-01	6.676250e-02	1.911356e-01	-1.243731e-01
418           	1.577920e-01	4.141214e-01	6.665237e-02	1.911181e-01	-1.244658e-01
419           	1.578082e-01	4.141379e-01	6.662159e-02	1.911190e-01	-1.244974e-01
420           	1.578455e-01	4.141597e-01	6.648906e-02	1.910900e-01	-1.246010e-01
421           	1.578644e-01	4.141358e-01	6.649669e-02	1.911127e-01	-1.246160e-01
422           	1.579027e-01	4.141126e-01	6.639934e-02	1.911024e-01	-1.247030e-01
423           	1.579252e-01	4.140713e-01	6.642672e-02	1.911385e-01	-1.247118e-01
424           	1.579518e-01	4.140267e-01	6.636305e-02	1.911333e-01	-1.247702e-01
425           	1.579505e-01	4.139522e-01	6.639458e-02	1.911478e-01	-1.247532e-01
426           	1.579501e-01	4.138766e-01	6.632923e-02	1.911147e-01	-1.247855e-01
427           	1.579079e-01	4.137458e-01	6.637492e-02	1.910954e-01	-1.247205e-01
428           	1.578958e-01	4.136369e-01	6.636101e-02	1.910763e-01	-1.247153e-01
429           	1.578694e-01	4.135087e-01	6.644540e-02	1.910921e-01	-1.246467e-01
430           	1.578703e-01	4.134278e-01	6.644364e-02	1.910921e-01	-1.246485e-01
431           	1.578409e-01	4.133188e-01	6.649362e-02	1.910877e-01	-1.245940e-01
432           	1.578723e-01	4.132553e-01	6.653451e-02	1.911396e-01	-1.246051e-01
433           	1.578758e-01	4.131890e-01	6.658735e-02	1.911695e-01	-1.245821e-01
434           	1.579642e-01	4.131922e-01	6.665561e-02	1.912920e-01	-1.246364e-01
435           	1.580067e-01	4.131748e-01	6.670962e-02	1.913615e-01	-1.246519e-01
436           	1.581052e-01	4.132331e-01	6.672925e-02	1.914698e-01	-1.247406e-01
437           	1.581445e-01	4.132157e-01	6.678181e-02	1.915354e-01	-1.247536e-01
438           	1.582428e-01	4.132750e-01	6.681648e-02	1.916511e-01	-1.248346e-01
439           	1.582900e-01	4.132683e-01	6.686196e-02	1.917210e-01	-1.248590e-01
440           	1.583828e-01	4.133359e-01	6.688604e-02	1.918259e-01	-1.249398e-01
441           	1.584171e-01	4.133491e-01	6.687580e-02	1.918550e-01	-1.249792e-01
442           	1.584625e-01	4.133847e-01	6.688342e-02	1.919042e-01	-1.250208e-01
443           	1.584636e-01	4.133631e-01	6.687116e-02	1.918991e-01	-1.250280e-01
444           	1.585135e-01	4.133960e-01	6.693018e-02	1.919786e-01	-1.250484e-01
445           	1.584999e-01	4.133603e-01	6.696129e-02	1.919805e-01	-1.250193e-01
446           	1.585048e-01	4.133832e-01	6.694136e-02	1.919754e-01	-1.250341e-01
447           	1.584381e-01	4.132895e-01	6.696133e-02	1.919188e-01	-1.249575e-01
448           	1.584050e-01	4.132349e-01	6.698934e-02	1.918996e-01	-1.249103e-01
449           	1.583203e-01	4.131133e-01	6.701009e-02	1.918253e-01	-1.248152e-01
450           	1.582548e-01	4.129935e-01	6.709767e-02	1.918036e-01	-1.247059e-01
451           	1.581491e-01	4.128057e-01	6.719579e-02	1.917470e-01	-1.245512e-01
452           	1.580871e-01	4.126986e-01	6.726487e-02	1.917195e-01	-1.244547e-01
453           	1.579661e-01	4.125089e-01	6.736651e-02	1.916493e-01	-1.242828e-01
454           	1.578928e-01	4.123783e-01	6.746640e-02	1.916260e-01	-1.241596e-01
455           	1.577775e-01	4.121974e-01	6.759038e-02	1.915727e-01	-1.239824e-01
456           	1.577246e-01	4.120973e-01	6.771588e-02	1.915825e-01	-1.238667e-01
457           	1.576289e-01	4.119628e-01	6.779850e-02	1.915281e-01	-1.237296e-01
458           	1.575709e-01	4.118700e-01	6.789137e-02	1.915166e-01	-1.236253e-01
459           	1.574753e-01	4.117041e-01	6.798488e-02	1.914678e-01	-1.234829e-01
460           	1.574569e-01	4.116413e-01	6.809774e-02	1.915058e-01	-1.234081e-01
461           	1.573993e-01	4.115261e-01	6.817042e-02	1.914845e-01	-1.233141e-01
462           	1.574027e-01	4.114992e-01	6.823971e-02	1.915226e-01	-1.232829e-01
463           	1.573462e-01	4.113873e-01	6.827593e-02	1.914841e-01	-1.232082e-01
464           	1.573529e-01	4.113487e-01	6.835512e-02	1.915304e-01	-1.231753e-01
465           	1.573106e-01	4.112383e-01	6.841523e-02	1.915182e-01	-1.231030e-01
466           	1.573254e-01	4.112138e-01	6.848166e-02	1.915662e-01	-1.230846e-01
467           	1.572773e-01	4.110928e-01	6.853460e-02	1.915446e-01	-1.230100e-01
468           	1.573004e-01	4.110837e-01	6.858552e-02	1.915932e-01	-1.230076e-01
469           	1.572445e-01	4.109717e-01	6.861530e-02	1.915521e-01	-1.229368e-01
470           	1.572474e-01	4.109305e-01	6.867557e-02	1.915851e-01	-1.229096e-01
471           	1.571837e-01	4.107775e-01	6.871651e-02	1.915420e-01	-1.228255e-01
472           	1.572027e-01	4.107603e-01	6.879068e-02	1.915980e-01	-1.228074e-01
473           	1.571444e-01	4.106299e-01	6.880448e-02	1.915466e-01	-1.227421e-01
474           	1.571393e-01	4.105942e-01	6.882814e-02	1.915534e-01	-1.227252e-01
475           	1.570668e-01	4.104394e-01	6.885109e-02	1.914924e-01	-1.226413e-01
476           	1.570726e-01	4.104152e-01	6.889794e-02	1.915216e-01	-1.226237e-01
477           	1.570231e-01	4.102977e-01	6.894974e-02	1.914980e-01	-1.225483e-01
478           	1.570364e-01	4.103054e-01	6.896940e-02	1.915211e-01	-1.225517e-01
479           	1.569939e-01	4.102340e-01	6.901532e-02	1.915016e-01	-1.224863e-01
480           	1.570077e-01	4.102609e-01	6.903073e-02	1.915231e-01	-1.224923e-01
481           	1.569925e-01	4.102599e-01	6.908823e-02	1.915366e-01	-1.224484e-01
482           	1.570323e-01	4.103400e-01	6.911508e-02	1.915898e-01	-1.224747e-01
483           	1.570566e-01	4.104058e-01	6.920021e-02	1.916567e-01	-1.224565e-01
484           	1.571224e-01	4.105405e-01	6.923777e-02	1.917413e-01	-1.225035e-01
485           	1.571346e-01	4.106039e-01	6.930384e-02	1.917866e-01	-1.224827e-01
486           	1.571472e-01	4.106721e-01	6.927136e-02	1.917828e-01	-1.225115e-01
487           	1.571459e-01	4.106822e-01	6.932812e-02	1.918099e-01	-1.224818e-01
488           	1.571852e-01	4.107327e-01	6.931974e-02	1.918451e-01	-1.225254e-01
489           	1.571800e-01	4.107292e-01	6.933948e-02	1.918497e-01	-1.225103e-01
490           	1.571823e-01	4.106982e-01	6.931800e-02	1.918413e-01	-1.225233e-01
491           	1.571773e-01	4.106537e-01	6.938084e-02	1.918677e-01	-1.224869e-01
492           	1.572204e-01	4.106889e-01	6.938325e-02	1.919120e-01	-1.225287e-01
493           	1.572496e-01	4.106873e-01	6.947278e-02	1.919860e-01	-1.225133e-01
494           	1.573024e-01	4.107943e-01	6.940245e-02	1.920037e-01	-1.226012e-01
495           	1.573348e-01	4.107980e-01	6.949473e-02	1.920822e-01	-1.225875e-01
496           	1.574004e-01	4.108890e-01	6.948867e-02	1.921447e-01	-1.226560e-01
497           	1.574571e-01	4.109435e-01	6.955136e-02	1.922328e-01	-1.226814e-01
498           	1.575437e-01	4.110923e-01	6.946374e-02	1.922756e-01	-1.228118e-01
499           	1.576034e-01	4.112074e-01	6.939653e-02	1.923017e-01	-1.229051e-01
500           	1.576809e-01	4.113422e-01	6.920818e-02	1.922850e-01	-1.230768e-01
